year,title
1988,Performance of Synthetic Neural Network Classification of Noisy Radar Signals
1997,Self-similarity Properties of Natural Images
1997,Refractoriness and Neural Precision
1997,Characterizing Neurons in the Primary Auditory Cortex of the Awake Primate Using Reverse Correlation
1997,Statistical Models of Conditioning
1997,Regularisation in Sequential Learning Algorithms
1997,Adaptive Choice of Grid and Time in Reinforcement Learning
1997,Independent Component Analysis for Identification of Artifacts in Magnetoencephalographic Recordings
1997,A Revolution: Belief Propagation in Graphs with Cycles
1997,Learning Human-like Knowledge by Singular Value Decomposition: A Progress Report
1997,A Superadditive-Impairment Theory of Optic Aphasia
1988,A Network for Image Segmentation Using Color
1997,Bach in a Box - Real-Time Harmony
1997,A Model of Early Visual Processing
1997,Hierarchical Non-linear Factor Analysis and Topographic Maps
1997,Linear Concepts and Hidden Variables: An Empirical Study
1997,Multiresolution Tangent Distance for Affine-invariant Classification
1997,Structural Risk Minimization for Nonparametric Time Series Prediction
1997,Nonparametric Model-Based Reinforcement Learning
1997,Synaptic Transmission: An Information-Theoretic Perspective
1997,Relative Loss Bounds for Multidimensional Regression Problems
1997,Unsupervised On-line Learning of Decision Trees for Hierarchical Data Analysis
1988,Adaptive Neural Net Preprocessing for Signal Detection in Non-Gaussian Noise
1997,Ensemble Learning for Multi-Layer Networks
1997,The Error Coding and Substitution PaCTs
1998,A Principle for Unsupervised Hierarchical Decomposition of Visual Scenes
1998,The Bias-Variance Tradeoff and the Randomized GACV
1998,Graph Matching for Shape Retrieval
1998,Dynamically Adapting Kernels in Support Vector Machines
1998,Evidence for a Forward Dynamics Model in Human Adaptive Motor Control
1998,A Reinforcement Learning Algorithm in Partially Observable Environments Using Short-Term Memory
1998,A Model for Associative Multiplication
1998,A Neuromorphic Monaural Sound Localizer
1988,Self Organizing Neural Networks for the Identification Problem
1998,Very Fast EM-Based Mixture Model Clustering Using Multiresolution Kd-Trees
1998,Kernel PCA and De-Noising in Feature Spaces
1998,Viewing Classifier Systems as Model Free Learning in POMDPs
1998,Multi-Electrode Spike Sorting by Clustering Transfer Functions
1998,Where Does the Population Vector of Motor Cortical Cells Point during Reaching Movements?
1998,A High Performance k-NN Classifier Using a Binary Correlation Matrix Memory
1998,Coordinate Transformation Learning of Hand Position Feedback Controller by Using Change of Position Error Norm
1998,Finite-Dimensional Approximation of Gaussian Processes
1998,Making Templates Rotationally Invariant. An Application to Rotated Digit Recognition
1998,VLSI Implementation of Motion Centroid Localization for Autonomous Navigation
1987,Correlational Strength and Computational Algebra of Synaptic Connections Between Neurons
1988,An Information Theoretic Approach to Rule-Based Connectionist Expert Systems
1998,Outcomes of the Equivalence of Adaptive Ridge with Least Absolute Shrinkage
1998,Learning Curves for Gaussian Processes
1998,Adding Constrained Discontinuities to Gaussian Process Models of Wind Fields
1998,Learning from Dyadic Data
1998,Example-Based Image Synthesis of Articulated Figures
1998,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model
1998,Applications of Multi-Resolution Neural Networks to Mammography
1998,Lazy Learning Meets the Recursive Least Squares Algorithm
1998,Markov Processes on Curves for Automatic Speech Recognition
1998,Experimental Results on Learning Stochastic Memoryless Policies for Partially Observable Markov Decision Processes
1988,Winner-Take-All Networks of O(N) Complexity
1998,The Effect of Correlations on the Fisher Information of Population Codes
1998,Learning Multi-Class Dynamics
1998,"Replicator Equations, Maximal Cliques, and Graph Isomorphism"
1998,Convergence Rates of Algorithms for Visual Search: Detecting Visual Contours
1998,"Coding Time-Varying Signals Using Sparse, Shift-Invariant Representations"
1998,Almost Linear VC Dimension Bounds for Piecewise Polynomial Networks
1998,Probabilistic Image Sensor Fusion
1998,On the Optimality of Incremental Neural Network Algorithms
1998,Contrast Adaptation in Simple Cells by Changing the Transmitter Release Probability
1998,Controlling the Complexity of HMM Systems by Regularization
1988,Simulation and Measurement of the Electric Fields Generated by Weakly Electric Fish
1998,Exploiting Generative Models in Discriminative Classifiers
1998,SMEM Algorithm for Mixture Models
1998,An Entropic Estimator for Structure Discovery
1998,Optimizing Classifers for Imbalanced Training Sets
1998,Batch and On-Line Parameter Estimation of Gaussian Mixtures Based on the Joint Entropy
1998,Recurrent Cortical Amplification Produces Complex Cell Responses
1998,Facial Memory Is Kernel Density Estimation (Almost)
1998,"Orientation, Scale, and Discontinuity as Emergent Properties of Illusory Contour Shape"
1998,Stationarity and Stability of Autoregressive Neural Network Processes
1988,Range Image Restoration Using Mean Field Annealing
1998,A Precise Characterization of the Class of Languages Recognized by Neural Nets under Gaussian and Other Common Noise Distributions
1998,Finite-Sample Convergence Rates for Q-Learning and Indirect Algorithms
1998,Mean Field Methods for Classification with Gaussian Processes
1998,Modeling Surround Suppression in V1 Neurons with a Statistically Derived Normalization Model
1998,Analog VLSI Cellular Implementation of the Boundary Contour System
1998,DTs: Dynamic Trees
1998,"Divisive Normalization, Line Attractor Networks and Ideal Observers"
1998,Maximum Conditional Likelihood via Bound Maximization and the CEM Algorithm
1998,Robot Docking Using Mixtures of Gaussians
1998,Fisher Scoring and a Mixture of Modes Approach for Approximate Inference and Learning in Nonlinear State Space Models
1988,What Size Net Gives Valid Generalization?
1998,General-Purpose Localization of Textured Image Regions
1998,Active Noise Canceling Using Analog Neuro-Chip with On-Chip Learning Capability
1998,Bayesian Modeling of Human Concept Learning
1998,Learning Mixture Hierarchies
1998,Exploratory Data Analysis Using Radial Basis Function Latent Variable Models
1998,Independent Component Analysis of Intracellular Calcium Spike Data
1998,Vertex Identification in High Energy Physics Experiments
1998,Attentional Modulation of Human Pattern Discrimination Psychophysics Reproduced by a Quantitative Model
1998,Familiarity Discrimination of Radar Pulses
1998,Bayesian PCA
1988,An Analog Self-Organizing Neural Network Chip
1998,"Robust, Efficient, Globally-Optimized Reinforcement Learning with the Parti-Game Algorithm"
1998,Reinforcement Learning for Trading
1998,Visualizing Group Structure
1998,Direct Optimization of Margins Improves Generalization in Combined Classifiers
1998,Neuronal Regulation Implements Efficient Synaptic Pruning
1998,Computation of Smooth Optical Flow in a Feedback Connected Analog Network
1998,Distributional Population Codes and Multiple Motion Models
1998,Scheduling Straight-Line Code Using Reinforcement Learning and Rollouts
1998,A Micropower CMOS Adaptive Amplitude and Shift Invariant Vector Quantiser
1998,Computational Differences between Asymmetrical and Symmetrical Networks
1988,Comparing Biases for Minimal Network Construction with Back-Propagation
1998,Graphical Models for Recognizing Human Interactions
1998,Probabilistic Visualisation of High-Dimensional Binary Data
1998,Fast Neural Network Emulation of Dynamical Systems for Computer Animation
1998,Shrinking the Tube: A New Support Vector Regression Algorithm
1998,Inference in Multilayer Networks via Large Deviation Bounds
1998,Barycentric Interpolators for Continuous Space and Time Reinforcement Learning
1998,Probabilistic Modeling for Face Orientation Discrimination: Learning from Labeled and Unlabeled Data
1998,Blind Separation of Filtered Sources Using State-Space Approach
1998,Discontinuous Recall Transitions Induced by Competition Between Short- and Long-Range Interactions in Recurrent Networks
1988,On the K-Winners-Take-All Network
1998,The Belief in TAP
1998,Classification on Pairwise Proximity Data
1998,Information Maximization in Single Neurons
1998,Learning Instance-Independent Value Functions to Enhance Local Search
1998,Analyzing and Visualizing Single-Trial Event-Related Potentials
1998,Semiparametric Support Vector and Linear Programming Machines
1998,Gradient Descent for General Reinforcement Learning
1998,Using Analytic QP and Sparseness to Speed Training of Support Vector Machines
1998,Dynamics of Supervised Learning with Restricted Training Sets
1998,Discovering Hidden Features with Gaussian Processes Regression
1988,Neural Networks that Learn to Discriminate Similar Kanji Characters
1998,Learning a Continuous Hidden Variable Model for Binary Data
1998,Classification in Non-Metric Spaces
1998,Semi-Supervised Support Vector Machines
1998,Risk Sensitive Reinforcement Learning
1998,Learning Lie Groups for Invariant Visual Perception
1998,Multiple Paired Forward-Inverse Models for Human Motor Learning and Control
1998,Learning Macro-Actions in Reinforcement Learning
1998,Phase Diagram and Storage Capacity of Sequence-Storing Neural Networks
1998,Approximate Learning of Dynamic Models
1998,Perceiving without Learning: From Spirals to Inside/Outside Relations
1988,Performance of a Stochastic Learning Microchip
1998,Bayesian Modeling of Facial Similarity
1998,Using Collective Intelligence to Route Internet Traffic
1998,Unsupervised Classification with Non-Gaussian Mixture Models Using ICA
1998,A Randomized Algorithm for Pairwise Clustering
1998,Learning Nonlinear Dynamical Systems Using an EM Algorithm
1998,Learning to Find Pictures of People
1998,Restructuring Sparse High Dimensional Data for Effective Retrieval
1998,Global Optimisation of Neural Network Models via Sequential Sampling
1998,Optimizing Admission Control while Ensuring Quality of Service in Multimedia Networks via Reinforcement Learning
1987,"Network Generality, Training Required, and Precision Required"
1988,Analyzing the Energy Landscapes of Distributed Winner-Take-All Networks
1998,Non-Linear PI Control Inspired by Biological Control Systems
1998,The Role of Lateral Cortical Competition in Ocular Dominance Development
1998,Boxlets: A Fast Convolution Algorithm for Signal Processing and Neural Networks
1998,The Effect of Eligibility Traces on Finding Optimal Memoryless Policies in Partially Observable Markov Decision Processes
1998,A Theory of Mean Field Approximation
1998,Tight Bounds for the VC-Dimension of Piecewise Polynomial Networks
1998,On-Line Learning with Restricted Training Sets: Exact Solution as Benchmark for General Theories
